"11","10","1","0","2017-01-09","5","下列選項「　」中的成語使用，哪一選項「用法」和「用字」完全正確？",,"在這「皇路清夷」的太平盛世，君臣各盡其職，老百姓人人額手稱慶","有些紈袴子弟終日「好行小惠」，自以為厲害","這位學生家境貧困，長期「沾粥餬口」，實在很可憐","他非常安貧樂道，即使「簞食壺漿」，仍然樂觀積極",,,,,"A","(Ａ)指國家太平時　
(Ｂ)喜歡對別人施予小恩小惠。此成語和句中紈袴子弟終日吃喝玩樂、無所事事的形象較不吻合　
(Ｃ)沾à饘：吃粥過日子　
(Ｄ)指軍隊受到人民的擁護與愛戴，紛紛慰勞犒賞，和句中之意不合；可改為「簞食瓢飲」，意為只吃一小碗飯，喝一瓢清水，指生活清苦
",,"1",NULL
"12","10","13","0","2017-01-09","2",,"q_12_t_10.jpg",,,,,"q_12_OA_10.jpg","q_12_OB_10.jpg","q_12_OC_10.jpg","q_12_OD_10.jpg","A",,"q_12_a_10.jpg","1",NULL
"13","10","13","0","2017-01-09","3","一束複色光線經玻璃板折射後分離成三束光線，分別照射到三塊相同的金屬板　a、b、c　上，如圖所示。已知金屬板　b　有光電子放出，則下列敘述何者正確？　","q_13_t_10.jpg","板　a　一定不放出光電子　","板　c　一定不放出光電子","板　a　一定放出光電子","板　c　一定放出光電子",,,,,"D","光由空氣射入玻璃板時，其折射角θr　大小為　a＞b＞c，則三束光線頻率的大小順序為　c＞b＞a。
由光子的能量　E　與其頻率　f　成正比，所以光子能量大小順序為　c＞b＞a。板　b　會產生光電子，表示電子的束縛能小於　b　光束光子的能量，也必小於　c　光束光子的能量，但對　a　光束而言，a　光束光子的能量不一定會小於電子的束縛能。所以板　c　必定放出光電子，而板　a　則不一定會放出光電子
",,"1",NULL
"14","10","13","0","2017-01-09","4","在焦耳的熱功當量實驗中，設兩重錘質量均為　25　kg，下落之距離均為　10　m，容器中水質量為　5　kg（忽略容器與翼瓣之吸熱及其他能量損失，設　g＝10　m∕s2），如讓重錘重覆下降　20　次後，測得水溫上升　5℃，從以上數據求出熱功當量為",,"3.9 J∕cal","4.0 J∕cal","4.1 J∕cal","4.2 J∕cal",,,,,"B",,"q_14_a_10.gif","1",NULL
"15","10","9","0","2017-01-09","1","圖為風化與氣溫、降水的關係示意圖，圖中哪一個區塊的風成地形最為常見？","q_15_t_10.jpg","乙","丙","丁","戊",,,,,"B","風成地形盛行於物理風化發達的乾燥氣候區或海邊、湖邊，故選擇丙。",,"1",NULL
"16","10","9","0","2017-01-09","2","「聯合國教科文組織於1997年12月將麗江古城列入世界文化遺產名錄，使得這個隸屬於雲南省管轄的一個少數民族自治縣聲名大噪，麗江古城坐落於群山環繞、海拔2,400公尺的高原平壩上，極具觀光價值……」由上文所述，麗江古城所在的地形成因，應與下列哪一種作用力最相關？",,"冰蝕","溶蝕　","風積　","風蝕",,,,,"B","麗江位在雲貴高原的壩子上，這裡壩子的成因有溶蝕盆地，也有斷層陷落而成的地塹盆地，麗江的地形成因屬於前者",,"1",NULL
"17","10","9","0","2017-01-09","3","臺灣雪山主峰附近的長橢圓形窪地，日治時代許多地理學者認為應是圈谷（即冰斗）的地形證據，但也有學者認為只是岩壁因風化作用造成岩塊崩落而形成的「崩谷」地形。最近的研究發現冰河直接證據的擦痕和冰坎等地貌，證實雪山圈谷在上個世紀的冰河期確實發生過冰河作用。若依照圖的等高線地形圖判斷，哪兩處為冰斗的位置？","q_17_t_10.jpg","甲丙　","甲丁　","乙丙　","乙丁",,,,,"A","冰斗是在山岳冰河源頭的坡面上，因冰蝕形成的半圓形凹地，冰河自此再向下侵蝕成U型谷，因此，其等高線的特徵如同河谷源頭，彎曲且凸向高處，如圖上的甲和丙。乙和丁則是山脊，等高線彎曲但凸向低處。",,"1",NULL
"18","10","9","0","2017-01-09","4","冰河地形常見的堆積地形，包括：
(甲)黃土區；
(乙)冰磧平原；
(丙)外洗平原，下列敘述何者正確？　
",,"若從上游至下游排列，正確順序應是丙→乙→甲","若比較其顆粒的淘選度，應為丙＞甲＞乙","若比較其形成的營力，甲是風力，乙是冰積，丙是流水","若比較其土壤肥沃度，應為甲＞乙＞丙",,,,,"C","(A)順序應該是乙→丙→甲。
(B)淘選度應該是甲＞丙＞乙。
(D)土壤肥沃度應該是甲＞丙＞乙",,"1",NULL
"19","10","9","0","2017-01-09","5","下列關於冰河地形的各項敘述，哪三項正確？
(甲)格陵蘭島屬於「大陸冰河」；
(乙)冰河的堆積地形中，蛇丘和鼓丘的沉積物皆無淘選度；
(丙)槽湖是原本冰河河床積水形成的；
(丁)在英國、紐西蘭等地都可以看到峽灣地形
",,"甲乙丙　","甲乙丁","甲丙丁","乙丙丁",,,,,"C","(乙)蛇丘是冰河融化的流水，在冰河底部流動時，搬運土石碎屑堆積而形成，淘選度佳。鼓丘為冰河搬運物（冰磧）堆積而成，堆積物大小混雜，淘選度差。",,"1",NULL
"20","10","8","0","2017-01-09","1","根據1970年代我國政府因應石油危機的經驗，下列哪一項措施最能於景氣衰退時提振經濟？",,"協助國內廠商赴外國設廠","提高金融機構存款利率","增加國內公共建設支出　","呼籲民間減少消費",,,,,"C","以十大建設提振經濟",,"1",NULL
"21","10","8","0","2017-01-09","2","附表(一)為臺灣地區平均國民所得（GNP／人／美元）；附表(二)為臺灣的外匯存底（單位10億美元）。兩則附表均顯示了臺灣經濟成長的成果。由表判斷，下列何者不是臺灣經濟發展卓有成效的因素？","q_21_t_10.jpg","日治時期奠定下來的基礎","戰後來臺的國營事業技術人員的貢獻","越戰爆發後，美國恢復對臺灣的經濟援助","節儉的習慣，配合教育普及，對工業生產與吸引外資，提供相當有利的條件",,,,,"C","(C)不是越戰，應該改為韓戰",,"1",NULL
"22","10","8","0","2017-01-09","3","依林：「日治時期的殖民地文學呈現反殖民統治、反壓迫，表現出向異族抗爭，對民眾啟蒙的小說主題，如賴和《一桿「秤仔」》、楊逵《送報伕》。」
傑倫：「臺灣光復初期十年，盛行反共懷鄉文學，王藍的《旋風》可作為代表。民國六十年代鄉土文學論戰後，鄉土文學日受重視，如黃春明《兒子的大玩偶》所表現的即是對現實生活的關注。」
配岑：「民國四十年代中期，受西方思潮影響，引進抽象畫，奠定臺灣現代美術基礎。」
智玲：「民國六十年代，在鄉土運動的引領下，以本土風物為主題的作品漸浮上檯面，受日本學院美術教育的老一代畫家，如張大千、李梅樹、陳澄波等人的作品，重新受到重視。」
以上是幾位同學在課堂上討論有關臺灣的藝文發展，其中共有幾位學生說對了？",,"一位","二位　","三位　","四位",,,,,"B","王藍的《旋風》改為姜貴的《旋風》；張大千不是受日本學院美術教育的老一代畫家",,"1",NULL
"23","10","8","0","2017-01-09","4","戰後臺灣文學發展因為時空環境的影響，歷經多次變革，並呈現多元化現象。請問：就你所了解的臺灣文學發展，哪一項是正確的？",,"中國大陸來臺作家，因為痛恨中共而書寫鄉土文學","姜貴、司馬中原、王藍皆為鄉土文學作家","夏濟安的《文學雜誌》，白先勇的《現代文學》致於介紹西方現代思潮　","李喬、黃春明、楊青矗、王拓等人為懷鄉文學作家",,,,,"C","(A)(B)改為懷鄉文學、反共文學；
(D)為鄉土文學家
",,"1",NULL
"24","10","8","0","2017-01-09","5","附表為臺灣國民生產毛額（GNP）的統計，表中的「甲」最有可能是哪一種產業？","q_24_t_10.jpg","農業　","工業","服務業","資訊業",,,,,"A","甲的數據由民國四十年的32％降至民國八十年的4％，可見是農業",,"1",NULL
"25","11","9","0","2017-01-09","1","圖中「甲→丁」兩地沿線中，可見到地理現象在空間上的演變。請問正確的演變順序有哪些？
(甲)平均年雨量遞增；
(乙)最冷月均溫遞增；
(丙)天然植被：苔原→森林→草原→沙漠；
(丁)土壤：灰化土→黑鈣土→乾漠土→弱育土；
(戊)人類活動：游牧→林業→小麥→棉花","q_25_t_10.jpg","甲乙丙　","乙丙丁　","甲丁戊　","乙丙戊",,,,,"D","(甲)先增後減；
(丁)改為弱育土→灰化土→黑鈣土→乾漠土。",,"0",NULL
"26","11","9","0","2017-01-09","2","永凍土指的是「連續二年或多年溫度低於0°C的土地」。由於氣候嚴寒，國協境內的永凍土廣布。下列四圖中，何者最能代表永凍土分布的情況？",,,,,,"q_26_OA_10.jpg","q_26_OB_10.jpg","q_26_OC_10.jpg","q_26_OD_10.jpg","C","永凍土分布大約居全境之半，主要分布於高緯區及西伯利亞地區。",,"1",NULL
"27","11","9","0","2017-01-09","3","早在哥倫布發現新大陸的500年前，北歐維京人就已經乘船到達北美洲東北部，但因受不了酷寒的冬季，不久後，又返回歐洲。請問造成北美與北歐冬季氣溫差異的主要因素為",,"距海遠近","地形","洋流","氣團",,,,,"C",,,"1",NULL
"28","11","9","0","2017-01-09","4","美國東北部及五大湖區重工業蓬勃發展，所產生的酸雨最可能危害到該區的哪一方向？",,"東","西　","南　","北",,,,,"A",,,"1",NULL
"29","11","9","0","2017-01-09","5","「伊莎貝拉轉學至華盛頓州的福克斯小鎮，除了生活起居上的不習慣，最令她困擾的是天氣，這裡一年四季幾乎都是陰天，這大概是全美國最會下雨的小鎮了，讓來自亞利桑那州鳳凰城的貝拉身心備受壓力……。《暮光之城》」請問福克斯鎮最可能位在美國的哪一氣候帶？",,"夏雨型暖濕氣候","溫帶大陸性氣候","溫帶海洋性氣候","溫帶乾燥氣候",,,,,"C","華盛頓州位在美國西北部，由一年四季都是陰天，全美國最會下雨的小鎮，可知該鎮屬溫帶海洋性氣候",,"1",NULL
"30","11","1","0","2017-01-09","2","下列關於賴和的寫作敘述，正確的選項是：",,"生於日據時代，幼年即在私塾習日文　","文學根柢深厚，就讀醫學校時已創作大量日文作品，備受矚目","民國十四年響應新文學運動，開始以白話文寫作","第一篇白話小說是〈一桿「稱仔」〉",,,,,"C","(Ａ)生於清末，幼年在私塾習漢文　
(Ｂ)始終堅持使用漢文寫作　
(Ｄ)是〈鬥鬧熱〉
",,"1",NULL
"31","11","1","0","2017-01-09","3","以下何者是墨子作品的特色？　
(甲)文字華麗多采　
(乙)敘述流暢明快　
(丙)擅以寓言說理　
(丁)舉例生動有趣　
(戊)論述條理謹嚴
",,"甲乙丁","甲丙丁","乙丙丁","乙丁戊",,,,,"D",,,"1",NULL
"32","11","1","0","2017-01-09","4","下列關於賴和的生平，正確的選項是：",,"醫校畢業後在嘉義開設賴和醫院","後來轉往北京博愛醫院服務，因其仁心仁術，有「彰化媽祖」之譽","畢生不僅以醫道救人，而且以文學良知，喚醒被壓迫者的靈魂","因為抗日二度入獄，病逝獄中",,,,,"C","(Ａ)在彰化開設賴和醫院　
(Ｂ)服務於廈門鼓浪嶼博愛醫院，在彰化行醫時，人稱「彰化媽祖」　
(Ｄ)入獄後因病釋放，出獄後心臟病發去世。
",,"1",NULL
"33","11","1","0","2017-01-09","5","閱讀下文，並依前後文意的連貫關係，選出下列填入文字的選項，何者錯誤？　唐代古文雖一直以復古為通變，　(甲)　，而且「奇變不窮」。杜甫並不卑視齊、梁，而是主張「　(乙)　」；又頗用心在新興的律詩上，他要「　(丙)　」，並且自許「　(丁)　」。（朱自清《詩言志辨》）",,"甲可填入「詩卻從杜甫起多逕趨新變」","乙可填入「自從建安來，綺麗不足珍」","丙可填入「遣辭必中律」","丁可填入「晚節漸於詩律細」",,,,,"B","(Ｂ)由原文「杜甫並不卑視齊、梁」，可見杜甫沒有「自從建安來，綺麗不足珍」的想法。此語出自李白〈古風五十九首其一〉，可見李白鄙視建安之後，尤其是南朝齊梁的詩體。齊梁詩由於太過講究辭藻聲律，通常被唐代主張復古的文人們以「齊梁綺靡」卑視之。根據朱自清《詩言志辨》的原文，(乙)應該填入「轉益多師」，此語出自杜甫〈戲為六絕句之六〉：「未及前賢更勿疑，遞相祖述復先誰？別裁偽體親《風》《雅》，轉益多師是汝師。」意指能兼取眾長，又不囿於一家，雖有所繼承、借鏡，但也不妨礙自己的獨創。語譯：自從建安以後，詩體多崇尚華麗辭藻，不值得珍視。李白〈古風五十九首其一〉　(Ｃ)本來是杜甫讚美其他縣官的句子。語譯：斟酌字詞寫詩，一定合乎格律。杜甫〈橋陵詩三十韻因呈縣內諸官〉　(Ｄ)語譯：我晚年作詩的風格，漸漸喜歡精緻的格律。杜甫〈遣悶戲呈路十九曹長〉",,"1",NULL
"34","11","1","0","2017-01-09","1","成語是現成的簡短有力的詞組，運用得當，可使文章生色，所以作者多樂於採用，如：
甲、唉呀，不好了，阿彌陀佛，怎麼辦呢？我急得□□□□（吳濁流〈一場虛驚〉）　
乙、楊逵先生若是有三長兩短的話，我蒙上謀殺名作家的罪名是難免的。多麼敬愛祖父的楊翠小姐一定不能原諒我。如今回想當時的憂慮，□□□□（陳秀喜〈楊逵先生和大鄧伯花〉）　
丙、每一次看見你□□□□／阿爸的心多麼絞痛／孩子呀！不要忘記／一時的得意／往往是無數怨恨的種子（吳晟〈愚行〉）　
丁、在中篇小說〈雨〉裡面，鍾理和倒描寫了反面的地方士紳人物——羅丁瑞。「日據時代身任庄役場（鎮公所）兵事係要職，大權在握，成為一個了不起的人物，在地方上叱咤風雲，□□□□，不可一世……」（葉石濤〈新文學傳統的繼承者——鍾理和〉）
上引各段文字□□□□內的成語，依序最適宜填入的選項是：
",,"心有餘悸／汗流浹背／趾高氣揚／吐氣揚眉　","汗流浹背／心有餘悸／吐氣揚眉／趾高氣揚　","心有餘悸／汗流浹背／吐氣揚眉／趾高氣揚　","汗流浹背／心有餘悸／趾高氣揚／吐氣揚眉",,,,,"D","甲、由「急得」可知是當下情境，故為「汗流浹背」　
乙、由「回想」可知是如今對回憶的感覺，故為「心有餘悸」　
丙、由「一時的得意／往往是無數怨恨的種子」，可知情況嚴重，宜為語氣較負面的「趾高氣揚」。本文出自吳晟的〈不要忘記〉，指定試題誤植為〈愚行〉　
丁、由「叱咤風雲」、「不可一世」原也可選「趾高氣揚」，但相較丙選項的嚴重程度，宜為「吐氣揚眉」
",,"1",NULL
"35","11","8","0","2017-01-09","1","十六至十七世紀時，歐洲因為宗教狂熱發生了獵殺女巫風潮，不少婦女遭誣陷使用巫術而被燒死，何以十七世紀這股迫害狂熱才漸漸平息？",,"國家公權力的介入","啟蒙運動洛克天賦人權的說法受到重視","科學理性的精神興起","伏爾泰斥責教會的邪惡，引發輿論同情婦女遭遇",,,,,,"(B)啟蒙運動在十八世紀時成為主流，與十七世紀還有段時間上的差距",,"0",NULL
"36","12","9","0","2017-01-09","1","圖是四種海陸等溫線分布的示意圖，其中哪一幅圖最能展現北半球一月份等溫線分布的特性？",,"甲","乙","丙","丁",,,,,"B","屬於北半球地區的為「乙」、「丁」兩者，因受緯度影響，愈高緯度等溫線的數值愈低。由於陸地比熱較海洋小，冬季時陸地比海洋散熱快，故陸地上的氣溫比海洋低。等溫線在陸地部分向低緯度彎曲",,"1",NULL
"37","10","13","0","2017-01-09","5",,"q_37_t_10.jpg",,,,,"q_37_OA_10.jpg","q_37_OB_10.jpg","q_37_OC_10.jpg","q_37_OD_10.jpg","B",,"q_37_a_10.jpg","1",NULL
"38","12","9","0","2017-01-09","5","小賢來到圖所在的地區，深覺此處的發展潛力極大。如果他想在圖中五個地點分別設立糖廠、成衣廠、煉鋁廠、鋼鐵廠、魚罐頭加工廠。那麼最有可能的配置方式按順序為何？","q_38_t_10.jpg","丙乙戊丁甲　","丙丁戊乙甲","丙丁乙戊甲　","丙丁甲戊乙",,,,,"B","糖廠→原料趨向（蔗田），丙；
成衣廠→勞力趨向，丁；
煉鋁廠→動力趨向（水電廠），戊；
鋼鐵廠→交通趨向，乙；
魚罐頭加工廠→原料趨向（漁港），甲。
",,"1",NULL
"39","12","9","0","2017-01-09","4","下列關於冰河地形的各項敘述，哪三項正確？
(甲)格陵蘭島屬於「大陸冰河」；
(乙)冰河的堆積地形中，蛇丘和鼓丘的沉積物皆無淘選度；
(丙)槽湖是原本冰河河床積水形成的；
(丁)在英國、紐西蘭等地都可以看到峽灣地形",,"甲乙丙","甲乙丁","甲丙丁","乙丙丁",,,,,"C","(乙)蛇丘是冰河融化的流水，在冰河底部流動時，搬運土石碎屑堆積而形成，淘選度佳。鼓丘為冰河搬運物（冰磧）堆積而成，堆積物大小混雜，淘選度差",,"1",NULL
"40","12","9","0","2016-12-30","2","初春時，黃河某些河段的上游先行融冰，而下游尚處於冰封狀態，以致阻塞河水、造成氾濫，稱為「凌汛」。根據圖中各河段的位置判斷，下列何者最可能發生「凌汛」？","q_40_t_10.jpg","貴德－蘭州","河口－風陵渡","風陵渡－花園口","花園口－利津",,,,,"D","「凌汛」發生於黃河下游，即圖中於花園口－利津一帶最易發生",,"1",NULL
"41","12","9","0","2016-12-30","3","假說檢驗是地理學的研究途徑之一，下列五個步驟是進行「蘭陽平原水稻種植與土壤成分關係研究」之步驟，請依據先後順序排列：
(甲)到蘭陽平原各鄉鎮蒐集有關土壤成分的資料；
(乙)確定蘭陽平原水稻的種植與土壤成分有密切關係為一普遍性的原理原則；
(丙)檢驗蘭陽平原各鄉鎮水稻的種植與土壤成分是否具有高度的相關性；
(丁)以各種不同製圖方式，表示蘭陽平原各鄉鎮水稻種植和土壤成分的關係；
(戊)假設蘭陽平原各鄉鎮的水稻種植與土壤成分有密切關係。
正確順序為何？　
",,"甲乙丙戊丁","甲戊丁丙乙","戊甲丁丙乙","戊丁甲丙乙",,,,,"C","假說驗證的研究途徑：觀察→提出假說→蒐集資料→整理資料→分析資料→驗證假說→證實假說（或拒絕假說）→重新提出新假說→建構法則",,"1",NULL
"42","12","13","0","2017-01-09","1",,"q_42_t_10.jpg","5","10","15","20",,,,,"A",,,"1",NULL
"43","12","13","0","2017-01-09","2","某人造衛星以橢圓軌道繞地球運行，離地心最遠距離為最近距離的　2　倍，已知從最遠點運行至最近點過程，重力對衛星作功＋W，則此系統力學能為　",,,,,,"q_43_OA_10.jpg","q_43_OB_10.jpg","q_43_OC_10.jpg","q_43_OD_10.jpg","A",,"q_43_a_10.jpg","1",NULL
"44","12","13","0","2017-01-09","3","三個相同的小球　a、b、c　以相同的速度沿光滑水平面向前運動，它們分別與另外三個不同的靜止小球相撞後，a　球反向彈回，b　球與被碰球黏在一起向前運動，c　靜止，則",,"a　球對被碰球的衝量最大","b　球損失的動能最少","c　球阻力作功最少","三種碰撞之情形，力學能都守恆",,,,,"A","(Ｂ)　a　球若與質量很大的球作彈性碰撞，則動能幾乎不損失，此情況為動能損失最小。
(Ｃ)阻力作功等於入射球的動能變化，所以　c　球動能損失最大，阻力作功也最大。
(Ｄ)　b　球作完全非彈性碰撞，力學能不守恆。",,"1",NULL
"45","12","13","0","2017-01-09","4",,"q_45_t_10.jpg",,,,,"q_45_OA_10.jpg","q_45_OB_10.jpg","q_45_OC_10.jpg","q_45_OD_10.jpg","B",,"q_45_a_10.jpg","1",NULL
"46","12","13","0","2017-01-09","5",,"q_46_t_10.jpg",,,,,"q_46_OA_10.jpg","q_46_OB_10.jpg","q_46_OC_10.jpg","q_46_OD_10.jpg","A",,"q_46_a_10.jpg","0",NULL
"47","12","13","0","2017-01-09","5",,"q_47_t_10.jpg",,,,,"q_47_OA_10.jpg","q_47_OB_10.jpg","q_47_OC_10.jpg","q_47_OD_10.jpg","A",,"q_47_a_10.jpg","1",NULL
"48","12","1","0","2017-01-09","3","「然則吾何假于彼而為之役乎？」句中「為」字和下列選項中之「為」的用法，何者相同？",,"余時「為」桃花所戀，竟不忍去湖上","此樂留與山僧、遊客受用，安可「為」俗士道哉","然而四者之中，恥尤「為」要　","問渠那得清如許？「為」有源頭活水來",,,,,"A"," 題幹：被。劉基〈狙公〉　
(A)被。袁宏道〈晚遊六橋待月記〉　
(B)向。袁宏道〈晚遊六橋待月記〉　
(C)是　
(D)因為。語譯：若問池水怎麼會如此清澈潔淨呢？因為有活水自源頭不斷的奔流而來。朱熹〈觀書有感其一〉
",,"1",NULL
"49","12","1","0","2017-01-09","5","「欲取金匱石室之書，以成風雨名山之業」句中「風雨」一詞，被用來比喻為「亂世」之意。請根據文意仔細推敲，下列選項中的「風雨」，何者也是相同的用法？",,"對鏡添惆悵，憑誰論古今。山河頻入夢，「風雨」獨關心","四海交遊今殆半，幾人「風雨」對床眠","筆落驚「風雨」，詩成泣鬼神。聲名從此大，汩沒一朝伸","回首向來蕭瑟處，歸去，也無「風雨」也無晴",,,,,"A","(A)比喻亂世。語譯：對著鏡子，更增添了心中的失意悲愁，任憑他人去論斷古今。祖國山河頻頻入夢來，唯獨關心這紛亂的世局。王冕〈有感〉其二　
(B)指風和雨。語譯：天下可往來的朋友現在大概只剩不到一半，還有幾人能在風雨之夜相聚，對床共語。何景明〈友人留宿〉　
(C)指風和雨。語譯：下筆為文而驚動風雨，詩作完成而鬼神哭泣。因此聲名大噪，被埋沒的才華也終有揚眉吐氣的一天。杜甫〈寄李十二白二十韻〉　
(D)指風和雨。語譯：回首來時寂靜冷清的地方，回去吧，既沒有風雨，也沒有天晴。蘇軾〈定風波〉
",,"1",NULL
"50","12","8","0","2017-01-09","1","拿破崙以推動革新、恢復治安與達到光榮和平作為口號，在政治與軍事方面都極有成就。請問：下列何者是他的成就？",,"推動行政革新，厲行中央集權；改革司法制度，法官改由民選","整頓財政，控制預算；設「法蘭西銀行」，以調節金融　","推廣高等教育，以培養公務員與專業人才　","與教廷正式脫離關係，解決了革命以來法國的政教衝突",,,,,"B","(A)法官不再民選；
(C)推廣中等教育；
(D)與教廷和解
",,"1",NULL
"51","12","8","0","2017-01-09","2","根據美國實用主義學者威廉．詹姆士的說法，意識流係指「在心智清醒的狀態下，知覺、思想與感覺的持續流動」。這種對於意識流動的描述，即是意識流小說中所使用的「內心獨白」的敘事手法，強調敘事者的內心活動與外在世界的相互連結。請問：這種小說風格受到哪一種思想的影響？",,"達爾文的進化論","馬克思主義","尼采的「超人」思想","佛洛依德的心理學",,,,,"D","佛洛依德的學說為日後社會學、文學與藝術的發展帶來了巨大的影響",,"1",NULL
"52","12","8","0","2017-01-09","3","關於新保守主義的內涵，下列敘述哪一項錯誤？",,"強調重新塑造權威，回歸傳統價值，尤其是與家庭、宗教、國家有關的觀念","以正統原則和補償原則為主要依據","這一套價值觀不只運用在國內政治，更應該輸往國際，必要時甚至應該動用國家力量來推行，以推廣民主價值","權威是確保社會穩定的憑藉，共同的價值與文明有益於社會的團結",,,,,"B","(B)十九世紀初期的保守主義",,"1",NULL
"53","12","8","0","2017-01-09","4","1929年10月美國紐約華爾街股市急跌，引發嚴重商業蕭條，物價低落，工廠倒閉，失業人數高達1,200萬，影響範圍迅速擴張到全世界。請問：為何蘇聯得以避免經濟危機的波及？",,"因為蘇聯是共產國家","因為蘇聯工商業原本就不發達","因為蘇聯實施計畫經濟政策","因為蘇聯實施「中立法案」",,,,,"C","史達林推行數次「五年經濟計畫」，逐步推展社會建設，加強重工業發展，提高經濟生產。",,"1",NULL
"54","12","8","0","2017-01-09","5","下列選項何者不是新保守主義的崛起的背景？",,"在歐洲，統合問題，以及東西方的和解再度陷入停滯，加深了人們對政府處理政治社會問題能力的懷疑","1970年代以來，美國陷入經濟衰退，以及嚴重的能源危機","美國主張的民主性質特別體現在各國權利和義務的平等上面","美國人民在觀念上的爭執、犯罪率顯著上升、黑白種族的衝突事件依舊存在",,,,,"C","(C)是多邊主義",,"1",NULL
